Global Fortune 500 Ranking,Company Name,CEO First Name,CEO Last Name,CEO Business Title,CEO Education Summary,Company Org Chart URL (See all the CEO's direct reports),CEO Biography,Company Industry,Company Country,Company Stock Ticker,Company Customer ID,Executive Customer ID,Degree 1,College 1,Degree 2,College 2
345,Barclays,C.S.,Venkatakrishnan,Chief Executive Officer,C.S. Venkatakrishnan has a Master of Science in Operations Research from Massachusetts Institute of Technology and a PhD in Operations Research from Massachusetts Institute of Technology.,https://www.theofficialboard.com/org-chart/barclays,https://www.theofficialboard.com/biography/c-s-venkatakrishnan-g4de5,Banking,United Kingdom (UK),GB - BARC,9prr,zrwp95,PhD in Operations Research,Massachusetts Institute of Technology,Master of Science in Operations Research,Massachusetts Institute of Technology
346,Cathay Financial,Hongtu,Stai,Chairman of the Board,,https://www.theofficialboard.com/org-chart/cathay-financial,,Financial Services,Taiwan,TW - CHYFF,05jw,8jy72,,,,
347,Mitsubishi Heavy Industries,Seiji,Izumisawa,"Director, President, Chief Executive Officer",,https://www.theofficialboard.com/org-chart/mitsubishi-heavy-industries,,Machinery,Japan,JP - 7011,68j2,znw8pd,,,,
348,Rajesh Exports,Prashant,Mehta,Managing Director,Prashant Mehta has a Bachelor of Commerce from Vijaya College.,https://www.theofficialboard.com/org-chart/rajesh-exports,https://www.theofficialboard.com/biography/prashant-mehta-39g27,Precious Metals & Minerals,India,IN - RAJESHEXPO,no2w7,llqn9m,Bachelor of Commerce,,,
349,CRRC,Qiliang,Lou,President and Executive Director,,https://www.theofficialboard.com/org-chart/crrc,,Highways & Railroads,China,CN - 601766,vpzl0,rp7mr7,,,,
350,Abbott,Robert,Ford,Chief Executive Officer and Chairman of the Board,"In 1994, Robert Ford completed a Bachelor in Communication at Boston College.",https://www.theofficialboard.com/org-chart/abbott,https://www.theofficialboard.com/biography/robert-ford-4g7d3,Pharmaceuticals,United States (USA),US - ABT,9y9d,4w7vr8,Bachelor in Communication,Boston College,,
351,China South Industries Group,Dengjie,Tang,President,,https://www.theofficialboard.com/org-chart/china-south-industries-group,,Automotive,China,,w2w0e,4vxr1r,,,,
352,China Huadian,Shugang,Wen,Chairman of the Board and Secretary,Shugang Wen has a Master from Xi'an Jiaotong University and a PhD from Renmin University of China Institute of Economics.,https://www.theofficialboard.com/org-chart/china-huadian,https://www.theofficialboard.com/biography/shugang-wen-489g8,Accounting,China,CN - 600027,5myow,q6l8xe,PhD,,Master,Xi'an Jiaotong University
353,CK Hutchison Holdings,Kin Ning,Fok,"Group Co-Managing Director, Executive Director","Kin Ning Fok has a Bachelor of Arts from St. John's University in 1974 and a Diploma in Financial Management from University of New England, Australia in 1976.",https://www.theofficialboard.com/org-chart/ck-hutchison-holdings,https://www.theofficialboard.com/biography/kin-ning-fok-40g38,Industrial Conglomerates,Hong Kong,HK - 0001,zd,yr,Diploma in Financial Management,,Bachelor of Arts,St. John's University
354,China Electronics Technology Group,Zhaoxiong,Chen,Chief Executive Officer,Zhaoxiong Chen has a Bachelor from East China Institute of Technology in 1982 and a Master from University of Science and Technology of China in 1985.,https://www.theofficialboard.com/org-chart/china-electronics-technology-group-2,https://www.theofficialboard.com/biography/zhaoxiong-chen-ge125,Consumer Electronics,China,,9xyer,5ep96r,Master,,Bachelor,
355,Poste Italiane,Matteo,Del Fante,"Chief Executive Officer, Co-General Manager and Director","In 1991, Matteo Del Fante completed a Bachelor in Political Economy at Bocconi University.",https://www.theofficialboard.com/org-chart/poste-italiane,https://www.theofficialboard.com/biography/matteo-del-fante-046e2,Package/Freight Delivery,Italy,IT - PST,6l6q9,depwjo,Bachelor in Political Economy,Bocconi University,,
356,SNCF,Jean-Pierre,Farandou,"President, Chairman of the Board and Chief Executive Officer","In 1979, Jean-Pierre Farandou completed a Bachelor at Mines ParisTech.",https://www.theofficialboard.com/org-chart/sncf,https://www.theofficialboard.com/biography/jean-pierre-farandou-e6e76,Ground Transportation,France,,8wqmm,71o445,Bachelor,Mines ParisTech,,
358,Fujitsu,Takahito,Tokita,"Representative Director, Chief Executive Officer and Chief Digital Transformation Officer",Takahito Tokita has a Bachelor of Metallurgical Engineering from okyo Institute of Technology.,https://www.theofficialboard.com/org-chart/fujitsu,https://www.theofficialboard.com/biography/takahito-tokita-56g36,Information Technology & Services,Japan,JP - 6702,2roj,686954,Bachelor of Metallurgical Engineering,,,
359,Cedar Holdings,Zhang,Jing,Chief Executive Officer,Zhang Jing has a Bachelor from Shenzhen University.,https://www.theofficialboard.com/org-chart/cedar-holdings,https://www.theofficialboard.com/biography/zhang-jing-540e2,Industrial Conglomerates,China,,4exp9,d95qwo,Bachelor,,,
360,Northwestern Mutual,John,Schlifske,"Chairman of the Board, President and Chief Executive Officer",John Schlifske has a Bachelor in Economics from Carleton College in 1981 and a Master in Finance and Accounting from Northwestern University - Kellogg School of Management in 1983.,https://www.theofficialboard.com/org-chart/northwestern-mutual,https://www.theofficialboard.com/biography/john-schlifske-4g6dg,Insurance,United States (USA),US - NMLIC,4nqrq,lo4599,Master in Finance and Accounting,Northwestern University - Kellogg School of Management,Bachelor in Economics,Carleton College
361,Dollar General,Todd,Vasos,Chief Executive Officer,"In 1983, Todd Vasos completed a Bachelor of Arts & Bachelor of Science in Marketing at Western Carolina University.",https://www.theofficialboard.com/org-chart/dollar-general,https://www.theofficialboard.com/biography/todd-vasos-789g8,Retail,United States (USA),US - DG,4ne7o,8ezpv,Bachelor of Arts & Bachelor of Science in Marketing,Western Carolina University,,
362,Louis Dreyfus,Margarita,Louis-Dreyfus,Chairman of the Supervisory Board,Margarita Louis-Dreyfus has a Degree in Economics from Leningrad Institute of Soviet Trade and a Law Degee from Lomonosov Moscow State University.,https://www.theofficialboard.com/org-chart/louis-dreyfus,https://www.theofficialboard.com/biography/margarita-louis-dreyfus-20eg0,Industrial Conglomerates,Netherlands,,275mq,v1jwmp,Law Degee,Lomonosov Moscow State University,Degree in Economics,
363,Shanghai Construction,Jiajun,Bian,President and Director,,https://www.theofficialboard.com/org-chart/shanghai-construction,,Construction,China,CN - 600170,w2xj0,v2m1dp,,,,
364,Sunac China Holdings,Mengde,Wang,Chief Executive Officer and Executive Director,Mengde Wang has a Bachelor from Nankai University.,https://www.theofficialboard.com/org-chart/sunac-china-holdings,https://www.theofficialboard.com/biography/mengde-wang-e6305,Real Estate,China,HK - 1918,7vo8n,l81nl8,Bachelor,Nankai University,,
365,Aisin Seiki,Moritaka,Yoshida,President,Moritaka Yoshida graduated from Nagoya University.,https://www.theofficialboard.com/org-chart/aisin-seiki,https://www.theofficialboard.com/biography/moritaka-yoshida-g2d02,Automotive,Japan,JP - 7259,w9n8,p4557r,,Nagoya University,,
366,KB Financial Group,Jong Kyoo,Yoon,Chairman and Chief Executive Officer,Jong Kyoo Yoon has a Degree from Seoul National University and a PhD from SungKyunKwan University.,https://www.theofficialboard.com/org-chart/kb-financial-group,https://www.theofficialboard.com/biography/jong-kyoo-yoon-e76d7,Banking,"Korea, Republic of",KR - KB,rp9dq,oy2v5m,PhD,,Degree,Seoul National University
367,Sumitomo Life Insurance,Yukinori,Takada,President and Chief Executive Officer,,https://www.theofficialboard.com/org-chart/sumitomo-life-insurance,,Insurance,Japan,,vv0we,4d5qvw,,,,
368,British American Tobacco,Jack,Bowles,Chief Executive Officer and Director,Jack Bowles graduated from IPAG Business School.,https://www.theofficialboard.com/org-chart/british-american-tobacco,https://www.theofficialboard.com/biography/jack-bowles-59g79,Tobacco,United Kingdom (UK),GB - BATS,jd4v,7d7zn,,IPAG Business School,,
369,Exelon,Christopher,Crane,"President and Chief Executive Officer, Director",Christopher Crane graduated from New Hampshire Technical College.,https://www.theofficialboard.com/org-chart/exelon,https://www.theofficialboard.com/biography/christopher-crane-e9759,Utilities,United States (USA),US - EXC,lvmy,p1jep,,,,
370,Coca-Cola,James,Quincey,Chairman of the Board  and Chief Executive Officer,James Quincey has a Bachelor in Electronic Engineering from University of Liverpool.,https://www.theofficialboard.com/org-chart/coca-cola,https://www.theofficialboard.com/biography/james-quincey-7638g,Beverages,United States (USA),US - KO,o51vm,zr7195,,University of Liverpool,,
371,China National Nuclear,Jun,Gu,President,Jun Gu graduated from Shanghai Jiao Tong University.,https://www.theofficialboard.com/org-chart/china-national-nuclear,https://www.theofficialboard.com/biography/jun-gu-6d617,Energy,China,CN - 601985,zp5ld,y6pvlv,,Shanghai Jiao Tong University,,
372,Jardine Matheson,John,Witt,Managing Director,John Witt has a Master of Business Administration from INSEAD.,https://www.theofficialboard.com/org-chart/jardine-matheson,https://www.theofficialboard.com/biography/john-witt-d0590,Industrial Conglomerates,Hong Kong,SG - J36,4mdvo,de4jp4,Master of Business Administration,INSEAD,,
372,Magna International,Swamy,Kotagiri,Chief Executive Officer and Director,"In 1994, Swamy Kotagiri completed a Master in Mechanical Engineering at Oklahoma State University.",https://www.theofficialboard.com/org-chart/magna-international,https://www.theofficialboard.com/biography/swamy-kotagiri-98d08,Automotive,Canada,CA - MGA,mqwop,9dyodr,Master in Mechanical Engineering,Oklahoma State University,,
374,Honeywell,Darius,Adamczyk,Chairman and Chief Executive Officer,Darius Adamczyk has a Master in Computer Engineering from Syracuse University in 1991 and a Master of Business Administration from Harvard Business School in 1995.,https://www.theofficialboard.com/org-chart/honeywell,https://www.theofficialboard.com/biography/darius-adamczyk-gd02d,Aerospace,United States (USA),US - HON,lol46,n0eyyw,Master of Business Administration,Harvard Business School,Master in Computer Engineering,Syracuse University
375,Jingye Group,Huiming,Li,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/jingye-group,,Metal,China,,0qdrr,jp0o81,,,,
376,Scotiabank,Brian,Porter,"President, Chief Executive Officer, Director",Brian Porter has a Bachelor of Commerce and Honorary Doctor of Laws from Dalhousie University and an Advanced Management Program Degree from Harvard Business School.,https://www.theofficialboard.com/org-chart/scotiabank,https://www.theofficialboard.com/biography/brian-porter-d8491,Banking,Canada,CA - BNS,wvl8,jx59q,Advanced Management Program Degree,Harvard Business School,Bachelor of Commerce and Honorary Doctor of Laws,Dalhousie University
377,Phoenix Group,Sven,Seidel,Chief Executive Officer,"In 1997, Sven Seidel completed a Bachelor in Economics at Duale Hochschule Baden-Württemberg.",https://www.theofficialboard.com/org-chart/phoenix-group-2,https://www.theofficialboard.com/biography/sven-seidel-e8e01,Pharmaceuticals,Germany,DE - PHNX,wjm5z,56omlw,Bachelor in Economics,Duale Hochschule Baden-Württemberg,,
378,Credit Suisse,Thomas,Gottstein,Chief Executive Officer,Thomas Gottstein has a Degree in Business Administration and Economics from University of Zurich in 1989 and a PhD in Finance and Accounting from University of Zurich in 1995.,https://www.theofficialboard.com/org-chart/credit-suisse,https://www.theofficialboard.com/biography/thomas-gottstein-20e30,Banking,Switzerland,CH - CSGN,nr7v,vp4lql,PhD in Finance and Accounting,University of Zurich,Degree in Business Administration and Economics,University of Zurich
379,Sun Life Financial,Kevin,Strain,President & Chief Executive Officer,Kevin Strain has a Master in Accounting from University of Waterloo.,https://www.theofficialboard.com/org-chart/sun-life-financial,https://www.theofficialboard.com/biography/kevin-strain-d2d39,Financial Services,Canada,CA - SLF,ne50q,w4mwz8,Master in Accounting,University of Waterloo,,
380,Thermo Fisher Scientific,Marc,Casper,"Chairman of the Board, President and Chief Executive Officer",Marc Casper graduated from Harvard Business School.,https://www.theofficialboard.com/org-chart/thermo-fisher-scientific,https://www.theofficialboard.com/biography/marc-casper-d8g06,Medical Equipment,United States (USA),US - TMO,mo1rw,zev4q,,Harvard Business School,,
381,Repsol,Josu Jon,Imaz,Chief Executive Officer and Executive Director,Josu Jon Imaz has a PhD from University of the Basque Country.,https://www.theofficialboard.com/org-chart/repsol,https://www.theofficialboard.com/biography/josu-jon-imaz-d5769,Oil & Gas,Spain,ES - REPYY,58z5o,0oq2lz,PhD,,,
382,3M,Michael,Roman,Chairman of the Board and Chief Executive Officer,"Michael Roman has a Bachelor of Science in lectrical Engineering from University of Minnesota, Twin Cities in 1982 and a Master of Science in Electrical Engineering from University of Southern California in 1987.",https://www.theofficialboard.com/org-chart/3m,https://www.theofficialboard.com/biography/michael-roman-6d6e2,Industrial Conglomerates,United States (USA),US - MMM,1yp6q,xdjlyp,Master of Science in Electrical Engineering,University of Southern California,Bachelor of Science in lectrical Engineering,"University of Minnesota, Twin Cities"
383,TJX Companies,Ernie,Herrman,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/tjx-companies,,Retail,United States (USA),US - TJX,5m54q,0vrqr,,,,
384,Shandong Iron & Steel Group,Ming,Lv,President,,https://www.theofficialboard.com/org-chart/shandong-iron-steel-group,,Metal,China,CN - 600022,nm1ew,20dpvp,,,,
385,Travelers Companies,Alan,Schnitzer,Chairman of the Board and Chief Executive Officer,"Alan Schnitzer has a Bachelor of Science in Engineering, Accounting and Finance from University of Pennsylvania - The Wharton School in 1988 and a Juris Doctor from Columbia University - Law School in 1991.",https://www.theofficialboard.com/org-chart/travelers-companies,https://www.theofficialboard.com/biography/alan-schnitzer-72d51,Insurance,United States (USA),US - TRV,9l9p4,qwp80,Juris Doctor,Columbia University - Law School,"Bachelor of Science in Engineering, Accounting and Finance",University of Pennsylvania - The Wharton School
386,Migros,Fabrice,Zumbrunnen,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/migros,,Retail,Switzerland,,1mv1e,o5z2v8,,,,
387,L'Oréal,Nicolas,Hieronimus,Chief Executive Officer,"In 1985, Nicolas Hieronimus completed a Graduate Degree at Essec Business School.",https://www.theofficialboard.com/org-chart/l-oreal-3,https://www.theofficialboard.com/biography/nicolas-hieronimus-9g3d5,Cosmetics,France,FR - OR,8lq52,d50wo,Graduate Degree,Essec Business School,,
388,Fubon Financial,Jerry,Harn,President,Jerry Harn has a Bachelor of Business Administration from Catholic University and a Master of Business Administration from Ohio State University.,https://www.theofficialboard.com/org-chart/fubon-financial,https://www.theofficialboard.com/biography/jerry-harn-486e3,Financial Services,Taiwan,TW - FUIZF,7y27,qem46e,Master of Business Administration,Ohio State University,Bachelor of Business Administration,
389,Capital One Financial,Richard,Fairbank,"Founder, Chairman, Chief Executive Officer",Richard Fairbank has a Bachelor in Economics from Stanford University and a Master of Business Administration from Stanford Business School.,https://www.theofficialboard.com/org-chart/capital-one-financial,https://www.theofficialboard.com/biography/richard-fairbank-e698d,Banking,United States (USA),US - COF,2o92,wz99m,Master of Business Administration,Stanford Business School,Bachelor in Economics,Stanford University
390,New Hope Group,Yonghao,Liu,Chairman of the Board,,https://www.theofficialboard.com/org-chart/new-hope-group,,Food,China,,2red7,o58wjm,,,,
391,ING,Steven,van Rijswijk,Chief Executive Officer and Chairman of the Executive Board and Head of Wholesale Banking,Steven van Rijswijk has a Master in Business Economics from Erasmus University.,https://www.theofficialboard.com/org-chart/ing,https://www.theofficialboard.com/biography/steven-van-rijswijk-923d4,Banking,Netherlands,NL - ING,8l612,5nqnvq,Master in Business Economics,Erasmus University,,
392,Tesla,Elon,Musk,"Chief Executive Officer, Technoking and Director",Elon Musk has a Bachelor in Economics from University of Pennsylvania - The Wharton School and a Bachelor in Physics from Stanford University.,https://www.theofficialboard.com/org-chart/tesla,https://www.theofficialboard.com/biography/elon-musk-7g7eg,Automotive,United States (USA),US - TSLA,zp70v,o5ye0z,Bachelor in Physics,Stanford University,Bachelor in Economics,University of Pennsylvania - The Wharton School
393,CMA CGM,Rodolphe,Saade,Chief Executive Officer and Chairman of the Board,Rodolphe Saade graduated from Concordia University.,https://www.theofficialboard.com/org-chart/cma-cgm,https://www.theofficialboard.com/biography/rodolphe-saade-74d64,Maritime,France,,llyx6,ewd5m,,Concordia University,,
394,Bharat Petroleum,Arun,Singh,Chairman of the Board and Managing Director,Arun Singh has a Bachelor of Science in Mechanical Engineering from National Institute of Technology.,https://www.theofficialboard.com/org-chart/bharat-petroleum1,https://www.theofficialboard.com/biography/arun-singh-90g16,Oil & Gas,India,IN - BPCL,7wze7,jp46pq,Bachelor of Science in Mechanical Engineering,National Institute of Technology,,
395,SAP,Christian,Klein,"Member of the Executive Board, Chief Executive Officer",Christian Klein has an International Business Administration Degree from University of Corporate Education Mannheim.,https://www.theofficialboard.com/org-chart/sap,https://www.theofficialboard.com/biography/christian-klein-124g7,Software,Germany,DE - SAP,jwlrl,5dn06r,International Business Administration Degree,,,
396,Shenzhen Investment Holdings,Yongjian,Wang,Chief Executive Officer,Yongjian Wang graduated from Shanghai Jiao Tong University.,https://www.theofficialboard.com/org-chart/shenzhen-investment-holdings,https://www.theofficialboard.com/biography/yongjian-wang-gd08d,Holding,China,CN - 0604,lwnnm,wz2wve,,Shanghai Jiao Tong University,,
397,Coop,Philipp,Wyss,Chief Executive Officer,Sales Director,https://www.theofficialboard.com/org-chart/coop,,Retail,Switzerland,,7wdex,jw6qoo,,,,
399,Anglo American,Mark,Cutifani,Chief Executive Officer and Director (retiring on Apr 19 2022),"In 1982, Mark Cutifani completed a Bachelor of Science in Engineering at University of Wollongong.",https://www.theofficialboard.com/org-chart/anglo-american,https://www.theofficialboard.com/biography/mark-cutifani-683g8,Mining,United Kingdom (UK),GB - AAL,mp4q,jn12n0,Bachelor of Science in Engineering,University of Wollongong,,
400,AnSteel,Zhen,Li,"President, Executive Director",Zhen Li has a Master from Northeastern University and a PhD from Northeastern University.,https://www.theofficialboard.com/org-chart/ansteel,https://www.theofficialboard.com/biography/zhen-li-d8ed6,Metal,China,CN - 000898,nme7,m6d4lj,PhD,Northeastern University,Master,Northeastern University
401,Mitsubishi Chemical Holdings,Jean-Marc,Gilson,"Director, President and Chief Executive Officer",Jean-Marc Gilson has a Master in Chemical Engineering from Université de Liège in 1999 and a Master of Business Administration in Finance from IMD Business School in 1988.,https://www.theofficialboard.com/org-chart/mitsubishi-chemical-holdings-2,https://www.theofficialboard.com/biography/jean-marc-gilson-g0420,Chemicals,Japan,JP - 4188,wj10,wzlqoz,Master of Business Administration in Finance,IMD Business School,Master in Chemical Engineering,Université de Liège
403,Shanxi Coking Coal,Yukui,Wang,President and Vice Chairman of the Board,,https://www.theofficialboard.com/org-chart/shanxi-coking-coal,,Mining,China,CN - 000983,80xp2,d28pl4,,,,
404,JFE,Koji,Kakigi,President and Representative Director,,https://www.theofficialboard.com/org-chart/jfe,,Metal,Japan,JP - 5411,091z,n0lj5q,,,,
406,Mizuho Financial,Tatsufumi,Sakai,"Representative Executive Officer, Executive President, Group Chief Executive Officer, Director (Until April, 1 2022)",Tatsufumi Sakai has a Undergraduate Degree from University of Tokyo.,https://www.theofficialboard.com/org-chart/mizuho-financial,https://www.theofficialboard.com/biography/tatsufumi-sakai-e8ge8,Banking,Japan,JP - 8411,v2y0,vqje40,Undergraduate Degree,University of Tokyo,,
407,Tongling Nonferrous Metals,Jiang,Peijin,General Manager and Director,,https://www.theofficialboard.com/org-chart/tongling-nonferrous-metals,,Metal,China,CN - 000630,no9qz,9d9m2e,,,,
408,MediPal,Shuichi,Watanabe,"President, Chief Executive Officer, Chairman of Subsidiary and Representative Director",,https://www.theofficialboard.com/org-chart/medipal,,Healthcare,Japan,JP - 7459,860z2,jw911l,,,,
409,Takeda Pharmaceutical,Christophe,Weber,"President, Chief Executive Officer and Representative Director",Christophe Weber has a Doctorate in Pharmacy and Pharmacokinetics from University of Lyon.,https://www.theofficialboard.com/org-chart/takeda-pharmaceutical,https://www.theofficialboard.com/biography/christophe-weber-d9d09,Pharmaceuticals,Japan,JP - 4502,jn7v,r0m46p,,University of Lyon,,
410,ABB,Björn,Rosengren,Chief Executive Officer,Björn Rosengren has a Master of Science in Technology from Chalmers University of Technology.,https://www.theofficialboard.com/org-chart/abb,https://www.theofficialboard.com/biography/bjorn-rosengren-e4g14,Machinery,Switzerland,CH - ABBN,qn8e,d9518x,Master of Science in Technology,Chalmers University of Technology,,
411,Shougang,Gongyan,Zhang,President,Vice President,https://www.theofficialboard.com/org-chart/shougang,,Metal,China,CN - 000959,7960r,961y9v,,,,
412,Suzuki Motor,Toshihiro,Suzuki,"Chairman of the Board, President, Representative Director",Toshihiro Suzuki graduated from Graduate School of Science & Technology and from Tokyo University of Science.,https://www.theofficialboard.com/org-chart/suzuki-motor,https://www.theofficialboard.com/biography/toshihiro-suzuki-5g80g,Automotive,Japan,JP - 7269,yr87,6lpy4,,,,
413,Veolia,Antoine,Frerot,Chairman of the Board and Chief Executive Officer,Antoine Frerot graduated from Ecole Polytechnique of Paris and from École Nationale des Ponts et Chaussées.,https://www.theofficialboard.com/org-chart/veolia,https://www.theofficialboard.com/biography/antoine-frerot-dg293,Utilities,France,FR - VIE,jno40,j9ymq,,École Nationale des Ponts et Chaussées,,Ecole Polytechnique of Paris
414,Canon,Fujio,Mitarai,Chairman of the Board and Chief Executive Officer,Fujio Mitarai has a Graduate degree in Law from Chuo University.,https://www.theofficialboard.com/org-chart/canon,https://www.theofficialboard.com/biography/fujio-mitarai-d6814,Consumer Electronics,Japan,JP - 7751,v2rl,8w8er,Graduate degree in Law,,,
415,New China Life Insurance,Quan,Li,"President, Chief Executive Officer and Director","In 1988, Quan Li completed a Master in Economics and Monetary Banking at Tsinghua University.",https://www.theofficialboard.com/org-chart/new-china-life-insurance,https://www.theofficialboard.com/biography/quan-li-d48d4,Insurance,China,CN - 601336,d6j74,9w0rmd,,Tsinghua University,,
417,Kansai Electric Power,Takashi,Morimoto,"President, Representative Executive Officer and Director",,https://www.theofficialboard.com/org-chart/kansai-electric-power,,Utilities,Japan,JP - 9503,lxd9,1968pq,,,,
418,Enbridge,Al,Monaco,"President and Chief Executive Officer, Director",Al Monaco has a Master of Business Administration in Finance from University of Calgary.,https://www.theofficialboard.com/org-chart/enbridge,https://www.theofficialboard.com/biography/al-monaco-0g9eg,Oil & Gas,Canada,CA - ENB,weo8,0q28z,Master of Business Administration in Finance,University of Calgary,,
419,Medtronic,Geoffrey,Martha,Chief Executive Officer and Chairman of the Board,Geoffrey Martha has a Bachelor in Finance from Pennsylvania State University.,https://www.theofficialboard.com/org-chart/medtronic,https://www.theofficialboard.com/biography/geoffrey-martha-10g2d,Medical Equipment,Ireland,US - MDT,1y04q,ep87v0,Bachelor in Finance,Pennsylvania State University,,
420,Toshiba,Taro,Shimada,"Representative Executive Officer, President and Chief Executive Officer",,https://www.theofficialboard.com/org-chart/toshiba,,Consumer Electronics,Japan,JP - 6502,68nw,x2opdp,,,,
421,Wistron,Jeff,Lin,President,Jeff Lin has a Master in Science of Management and Policy from State University of New York at Stony Brook.,https://www.theofficialboard.com/org-chart/wistron,https://www.theofficialboard.com/biography/jeff-lin-087g8,Computer Hardware,Taiwan,TW - WICOF,4nz2q,zn50wd,,State University of New York at Stony Brook,,
422,Philip Morris International,Jacek,Olczak,Chief Executive Officer,Jacek Olczak has a Master in Economics from University of Lodz.,https://www.theofficialboard.com/org-chart/philip-morris-international,https://www.theofficialboard.com/biography/jacek-olczak-706d0,Tobacco,United States (USA),US - PM,r5vvm,4m580o,Master in Economics,,,
423,Arrow Electronics,Michael,Long,"Chairman of the Board, President and Chief Executive Officer",Michael Long has a Bachelor in Business Administration from University of Wisconsin-Madison.,https://www.theofficialboard.com/org-chart/arrow-electronics,https://www.theofficialboard.com/biography/michael-long-d9209,Wholesale,United States (USA),US - ARW,jmyq,29olq,Bachelor in Business Administration,University of Wisconsin-Madison,,
424,Schneider Electric,Jean-Pascal,Tricoire,Chief Executive Officer and Chairman of the Board,Jean-Pascal Tricoire has a Master in Engineering from ESEO and a Master of Business Administration from EMLYON Business School.,https://www.theofficialboard.com/org-chart/schneider-electric,https://www.theofficialboard.com/biography/jean-pascal-tricoire-e6498,Electrical & Electronic Components,France,FR - SU,01v6o,wyoov,Master of Business Administration,EMLYON Business School,Master in Engineering,
426,Banco Bradesco,Octavio,de Lazari Júnior,Chief Executive Officer,Octavio de Lazari Júnior has a Economics Sciences Degree from Faculdade de Ciências Econômicas e Administrativas de Osasco.,https://www.theofficialboard.com/org-chart/banco-bradesco,https://www.theofficialboard.com/biography/octavio-de-lazari-junior-96dge,Banking,Brazil,BR - BBDC4,jdwl,qewp55,,,,
427,Phoenix Group Holdings,Andy,Briggs,Chief Executive Officer and Director,"Andy Briggs has a Bachelor of Science, Honours (1st) in Mathematics and Actuarial studies from University of Southampton.",https://www.theofficialboard.com/org-chart/phoenix-group-holdings,https://www.theofficialboard.com/biography/andy-briggs-40e70,Insurance,United Kingdom (UK),GB - PHNX,9zxnr,xr77zn,"Bachelor of Science, Honours (1st) in Mathematics and Actuarial studies",University of Southampton,,
428,Hailiang,Feng,Luming,Chief Executive Officer,Feng Luming has a Bachelor in Business from University of San Francisco.,https://www.theofficialboard.com/org-chart/hailiang,https://www.theofficialboard.com/biography/feng-luming-6gd0g,Industrial Conglomerates,China,,xwlm0,0q9955,Bachelor in Business,University of San Francisco,,
429,CHS,Jay,Debertin,President and Chief Executive Officer,Jay Debertin has a Master of Business Administration from University of Wisconsin-Madison in 1984 and a Bachelor in Economics from Bachelor’s Degree in Economics in 1982.,https://www.theofficialboard.com/org-chart/chs,https://www.theofficialboard.com/biography/jay-debertin-76gd0,Food,United States (USA),US - CHSCP,evz2,m656p,Bachelor in Economics,,Master of Business Administration,University of Wisconsin-Madison
430,China General Technology,Yimin,Lu,President and Director,Yimin Lu has a Master from Harvard University - Kennedy School of Government and a Bachelor from Shanghai Jiao Tong University.,https://www.theofficialboard.com/org-chart/china-general-technology,https://www.theofficialboard.com/biography/yimin-lu-59g82,Machinery,China,,oy2x5,zyr54j,Bachelor,Shanghai Jiao Tong University,Master,Harvard University - Kennedy School of Government
431,Beijing Jianlong Heavy Industry Group,Zhixiang,Zhang,President and Chairman of the Board,,https://www.theofficialboard.com/org-chart/beijing-jianlong-heavy-industry-group,,Metal,China,,z4plv,yw7jxw,,,,
432,NEC,Takayuki,Morita,"President, Chief Executive Officer and Representative Director",Takayuki Morita has obtained a degree from University of Tokyo in 1983.,https://www.theofficialboard.com/org-chart/nec,https://www.theofficialboard.com/biography/takayuki-morita-92g12,Computer Hardware,Japan,JP - 6701,pez8,mqpm9p,,University of Tokyo,,
433,Zhejiang Communications Investment Group,Zhihong,Yu,Chief Executive Officer,Zhihong Yu graduated from Zhejiang University.,https://www.theofficialboard.com/org-chart/zhejiang-communications-investment-group,https://www.theofficialboard.com/biography/zhihong-yu-d05de,Highways & Railroads,China,,6vl29,lwzw79,,Zhejiang University,,
434,Bridgestone,Shuichi,Ishibashi,Chief Executive Officer and Representative Director,,https://www.theofficialboard.com/org-chart/bridgestone,,Automotive,Japan,JP - 5108,e9dm,xyr96w,,,,
436,BT Group,Philip,Jansen,Executive Director and Chief Executive Officer,Philip Jansen has a Bachelor in Economics from University College Cardiff.,https://www.theofficialboard.com/org-chart/bt-group,https://www.theofficialboard.com/biography/philip-jansen-1254g,Telecommunications,United Kingdom (UK),GB - BT.A,64e4,1lnwl4,Bachelor in Economics,University College Cardiff,,
437,Shanghai Pharmaceuticals,Min,Zuo,President and Executive Director,Min Zuo has a Master in Management from Fudan University.,https://www.theofficialboard.com/org-chart/shanghai-pharmaceuticals,https://www.theofficialboard.com/biography/min-zuo-90e25,Pharmaceuticals,China,CN - 601607,ee5j5,pjdwzq,Master in Management,Fudan University,,
438,LyondellBasell Industries,Peter,Vanacker,Chief Executive Officer and Director,"In 1989, Peter Vanacker completed a Degree in Chemical Engineer, Specialty in Polymers Engineering at Ghent University.",https://www.theofficialboard.com/org-chart/lyondellbasell-industries,https://www.theofficialboard.com/biography/peter-vanacker-9e028,Chemicals,Netherlands,US - LYB,d4j9m,80q2n4,"Degree in Chemical Engineer, Specialty in Polymers Engineering",Ghent University,,
439,Guangxi Investment Group,Lian,Zhou,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/guangxi-investment-group,,Holding,China,,me55n,x1rwzn,,,,
